rank	gene	description	N	n	npat	nsite	nsil	n1	n2	n3	n4	n5	n6	p_classic	p_ns_s	p_clust	p_cons	p_joint	p	q
169	DCST1	DC-STAMP domain containing 1	1922410	7	7	7	1	2	2	1	0	2	0	0.0665	0.270	0.706	0.00310	0.0163	0.00851	0.855
170	KCND1	potassium voltage-gated channel, Shal-related subfamily, member 1	1510386	7	7	6	1	4	0	0	2	1	0	0.0160	0.506	0.105	0.0700	0.0703	0.00877	0.876
171	VILL	villin-like	2150737	6	6	5	1	1	0	2	0	3	0	0.0921	0.756	0.00597	0.416	0.0125	0.00893	0.879
172	CYP26B1	cytochrome P450, family 26, subfamily B, polypeptide 1	921478	7	7	7	0	1	1	2	0	3	0	0.00211	0.135	0.373	0.905	0.546	0.00895	0.879
173	CCPG1	cell cycle progression 1	2238604	9	9	9	1	2	1	2	2	2	0	0.00820	0.510	0.151	0.157	0.141	0.00896	0.879
174	LILRA1	leukocyte immunoglobulin-like receptor, subfamily A (with TM domain), member 1	1469634	10	8	10	1	0	3	4	1	2	0	0.00492	0.151	0.138	0.915	0.243	0.00923	0.893
175	CC2D1A	coiled-coil and C2 domain containing 1A	2508293	7	6	7	1	2	2	1	1	1	0	0.341	0.387	0.0107	0.0143	0.00350	0.00925	0.893
176	TTN	titin	108295787	250	157	250	58	36	88	40	59	25	2	1.000	0.286	0.000808	0.0523	0.00120	0.00926	0.893
177	USP12	ubiquitin specific peptidase 12	1067802	6	6	5	0	1	2	0	1	2	0	0.00355	0.273	0.215	0.618	0.342	0.00937	0.898
178	TMEM74	transmembrane protein 74	896187	7	7	7	1	2	1	2	1	1	0	0.00210	0.421	0.471	0.531	0.595	0.00959	0.915
179	SRM	spermidine synthase	494916	4	4	4	0	0	0	3	0	1	0	0.00721	0.274	0.0785	0.481	0.175	0.00967	0.916
180	CDC42EP1	CDC42 effector protein (Rho GTPase binding) 1	856578	5	5	3	2	0	1	0	1	3	0	0.156	0.948	0.00264	0.999	0.00811	0.00971	0.916
181	SPINT3	serine peptidase inhibitor, Kunitz type, 3	234320	3	3	3	0	0	1	0	1	1	0	0.00351	0.432	0.192	0.981	0.368	0.00988	0.927
182	SLC30A10	solute carrier family 30, member 10	1071430	6	6	6	1	3	1	0	2	0	0	0.0102	0.344	0.0578	0.831	0.127	0.00994	0.927
183	CISD3	CDGSH iron sulfur domain 3	284844	3	3	3	0	1	0	0	2	0	0	0.0152	0.598	0.0208	0.650	0.0865	0.0100	0.931
184	IL27RA	interleukin 27 receptor, alpha	1809788	8	8	8	1	0	3	2	2	1	0	0.00405	0.318	0.303	0.445	0.327	0.0101	0.933
185	FCRL2	Fc receptor-like 2	1535410	3	3	3	4	0	1	2	0	0	0	1.000	0.989	0.519	0.000458	0.00137	0.0104	0.952
186	MYL5	myosin, light chain 5, regulatory	411325	3	3	2	0	2	1	0	0	0	0	0.0160	0.369	0.0392	0.464	0.0866	0.0105	0.952
187	KRTAP3-2	keratin associated protein 3-2	294015	3	3	3	0	0	0	0	3	0	0	0.00806	0.594	0.126	0.572	0.172	0.0105	0.952
188	GNL3L	guanine nucleotide binding protein-like 3 (nucleolar)-like	1764095	7	7	6	1	2	3	0	1	1	0	0.0261	0.424	0.219	0.0159	0.0536	0.0106	0.952
189	TMEM63A	transmembrane protein 63A	2371371	7	6	7	1	1	1	1	3	1	0	0.515	0.347	0.00538	0.0238	0.00272	0.0106	0.952
190	CCDC7	coiled-coil domain containing 7	1477685	10	9	10	4	0	2	0	3	4	1	0.0381	0.934	0.0479	0.121	0.0371	0.0107	0.952
191	FN3K	fructosamine 3 kinase	751266	3	3	3	1	1	0	1	0	1	0	0.122	0.794	0.0144	0.145	0.0117	0.0107	0.952
192	ACOT2	acyl-CoA thioesterase 2	786711	5	5	3	1	0	0	0	5	0	0	0.0152	0.615	0.0568	0.926	0.0940	0.0108	0.952
193	CYP4F11	cytochrome P450, family 4, subfamily F, polypeptide 11	1578461	7	7	7	2	2	1	0	2	2	0	0.0612	0.614	0.00902	0.872	0.0238	0.0110	0.953
194	LCMT2	leucine carboxyl methyltransferase 2	1404664	10	8	10	0	2	4	2	1	0	1	0.00300	0.0914	0.296	0.807	0.490	0.0111	0.953
195	RGS7	regulator of G-protein signaling 7	1495164	10	10	10	2	1	1	1	2	5	0	0.00318	0.600	0.263	0.758	0.464	0.0111	0.953
196	PCDHB15	protocadherin beta 15	2100400	3	3	3	1	1	1	0	1	0	0	0.662	0.739	0.0362	0.00947	0.00223	0.0111	0.953
197	IRF3	interferon regulatory factor 3	1190188	6	6	6	0	1	2	0	2	0	1	0.0316	0.260	0.0255	0.317	0.0470	0.0112	0.953
198	GAP43	growth associated protein 43	781945	5	5	5	0	1	0	4	0	0	0	0.00350	0.277	0.203	0.628	0.425	0.0112	0.953
199	RNF182	ring finger protein 182	730063	6	6	6	1	0	2	2	2	0	0	0.00149	0.401	0.841	0.824	1.000	0.0112	0.953
200	GTSE1	G-2 and S-phase expressed 1	1939833	10	9	10	0	1	3	2	3	1	0	0.00548	0.0947	0.158	0.775	0.274	0.0113	0.955
201	STAC	SH3 and cysteine rich domain	1120500	6	6	6	1	0	3	1	1	1	0	0.00915	0.647	0.965	0.0362	0.167	0.0114	0.960
202	TMEM35	transmembrane protein 35	499603	3	3	3	0	0	1	0	1	1	0	0.189	0.495	0.00442	0.583	0.00807	0.0114	0.960
203	CHD1L	chromodomain helicase DNA binding protein 1-like	2660349	10	10	10	0	4	2	1	0	3	0	0.00430	0.109	0.262	0.617	0.357	0.0115	0.960
204	TRAK1	trafficking protein, kinesin binding 1	3096994	5	4	5	2	2	1	0	0	2	0	0.919	0.743	0.00115	0.351	0.00173	0.0118	0.977
205	OPRD1	opioid receptor, delta 1	615861	3	3	3	0	2	0	1	0	0	0	0.104	0.329	0.0264	0.155	0.0153	0.0118	0.977
206	ZNF397	zinc finger protein 397	1743865	5	5	5	1	1	3	0	1	0	0	0.345	0.644	0.0101	0.0332	0.00462	0.0119	0.977
207	TPTE2	transmembrane phosphoinositide 3-phosphatase and tensin homolog 2	1603995	7	6	7	0	2	1	0	1	3	0	0.0253	0.200	0.0461	0.412	0.0637	0.0120	0.984
208	N4BP2L2	NEDD4 binding protein 2-like 2	3517774	5	5	5	1	0	1	2	1	1	0	0.681	0.789	0.0504	0.00155	0.00241	0.0122	0.993
209	CASQ2	calsequestrin 2 (cardiac muscle)	1213277	6	6	6	0	0	3	1	1	1	0	0.0163	0.334	0.0602	0.564	0.102	0.0123	1.000
210	GPRASP2	G protein-coupled receptor associated sorting protein 2	2431519	10	10	9	1	2	4	1	2	1	0	0.00343	0.284	0.318	0.955	0.495	0.0125	1.000
211	PEX6	peroxisomal biogenesis factor 6	2265266	8	8	8	0	2	1	1	2	2	0	0.0654	0.0942	0.0171	0.135	0.0261	0.0126	1.000
212	RHOA	ras homolog gene family, member A	583954	6	6	5	0	2	3	0	0	1	0	0.00197	0.195	0.740	0.879	0.873	0.0127	1.000
213	FAM13C	family with sequence similarity 13, member C	1767215	9	9	9	1	2	2	1	3	1	0	0.0148	0.303	0.107	0.161	0.117	0.0128	1.000
214	ADD2	adducin 2 (beta)	2335193	10	8	9	3	2	2	2	2	2	0	0.463	0.468	0.00561	0.0286	0.00375	0.0128	1.000
215	FAM131B	family with sequence similarity 131, member B	998509	5	5	5	0	0	2	1	2	0	0	0.0435	0.319	0.0435	0.102	0.0403	0.0129	1.000
216	MAST1	microtubule associated serine/threonine kinase 1	3341735	14	13	14	0	2	4	5	0	3	0	0.0127	0.0108	0.0913	0.161	0.139	0.0129	1.000
217	TRNT1	tRNA nucleotidyl transferase, CCA-adding, 1	1295458	3	3	3	1	0	1	1	1	0	0	0.266	0.824	0.00501	0.505	0.00668	0.0130	1.000
218	NCOA7	nuclear receptor coactivator 7	2782081	4	4	4	1	1	2	1	0	0	0	0.538	0.732	0.0931	0.00626	0.00332	0.0131	1.000
219	PC	pyruvate carboxylase	3097175	10	10	10	0	3	0	4	2	1	0	0.191	0.0415	0.0616	0.0117	0.00941	0.0131	1.000
220	TRMT112	tRNA methyltransferase 11-2 homolog (S. cerevisiae)	368835	4	4	4	1	0	1	0	3	0	0	0.00590	0.736	0.116	0.862	0.308	0.0133	1.000
221	XIRP1	xin actin-binding repeat containing 1	5030470	12	12	12	1	1	4	5	1	1	0	0.114	0.161	0.00667	0.795	0.0160	0.0133	1.000
222	IL1RL2	interleukin 1 receptor-like 2	1725267	9	8	9	0	2	2	3	2	0	0	0.0105	0.0820	0.821	0.0461	0.173	0.0134	1.000
223	SMR3B	submaxillary gland androgen regulated protein 3B	242122	2	2	2	0	0	1	1	0	0	0	0.0767	0.764	0.206	0.0568	0.0240	0.0135	1.000
224	SERTAD3	SERTA domain containing 3	536334	3	3	3	1	1	1	1	0	0	0	0.0297	0.728	0.799	0.0244	0.0623	0.0135	1.000
225	EMILIN1	elastin microfibril interfacer 1	1480599	3	3	3	0	1	2	0	0	0	0	0.721	0.426	0.587	0.00105	0.00259	0.0136	1.000
226	PSG1	pregnancy specific beta-1-glycoprotein 1	1291784	6	6	6	1	1	2	1	1	1	0	0.00871	0.435	0.376	0.0993	0.217	0.0137	1.000
227	TYW3	tRNA-yW synthesizing protein 3 homolog (S. cerevisiae)	782668	5	5	5	0	1	1	1	1	1	0	0.00406	0.395	0.347	0.716	0.470	0.0139	1.000
228	MYO5A	myosin VA (heavy chain 12, myoxin)	5556566	8	8	8	4	2	3	0	0	3	0	0.995	0.873	0.000871	0.948	0.00194	0.0140	1.000
229	DLX6	distal-less homeobox 6	634891	5	5	5	1	1	0	1	1	2	0	0.00194	0.697	0.736	0.981	1.000	0.0141	1.000
230	EDDM3A	epididymal protein 3A	435661	4	4	4	1	0	3	0	1	0	0	0.00371	0.683	0.395	0.827	0.526	0.0141	1.000
231	ASPHD2	aspartate beta-hydroxylase domain containing 2	999124	5	5	5	1	1	0	2	1	1	0	0.0196	0.595	0.415	0.0259	0.101	0.0143	1.000
232	ELOVL5	ELOVL family member 5, elongation of long chain fatty acids (FEN1/Elo2, SUR4/Elo3-like, yeast)	905781	5	5	5	1	0	0	3	0	2	0	0.00782	0.589	0.884	0.0889	0.255	0.0144	1.000
233	P2RY11	purinergic receptor P2Y, G-protein coupled, 11	19335	1	2	2	0	1	0	0	0	0	0	0.0145	0.667	NaN	NaN	NaN	0.0145	1.000
234	SHROOM2	shroom family member 2	3456671	19	15	18	2	7	4	3	1	4	0	0.0226	0.103	0.0428	0.761	0.0892	0.0145	1.000
235	ZNF716	zinc finger protein 716	1466432	4	4	4	0	0	1	0	1	2	0	0.131	0.424	0.238	0.00559	0.0155	0.0146	1.000
236	FAM98A	family with sequence similarity 98, member A	1551187	7	7	7	1	0	2	2	2	1	0	0.0229	0.525	0.528	0.0266	0.0904	0.0149	1.000
237	CD1C	CD1c molecule	1002320	4	4	4	0	1	0	2	1	0	0	0.0244	0.371	0.0321	0.865	0.0857	0.0150	1.000
238	EEF1A1	eukaryotic translation elongation factor 1 alpha 1	1336291	7	7	7	0	0	2	2	2	1	0	0.00320	0.213	0.937	0.186	0.653	0.0150	1.000
239	LARP4B	La ribonucleoprotein domain family, member 4B	2201825	9	7	9	1	0	4	1	1	3	0	0.0424	0.387	0.0242	0.947	0.0501	0.0152	1.000
240	DAP	death-associated protein	246032	3	3	3	0	0	1	0	1	1	0	0.0114	0.655	0.130	0.205	0.186	0.0152	1.000
241	TFDP2	transcription factor Dp-2 (E2F dimerization partner 2)	1272888	4	4	4	1	1	1	0	1	1	0	0.0989	0.706	0.0169	0.428	0.0215	0.0152	1.000
242	PPEF1	protein phosphatase, EF-hand calcium binding domain 1	1975353	11	11	11	2	2	4	1	2	2	0	0.0151	0.436	0.0727	0.448	0.142	0.0153	1.000
243	ZNF878	zinc finger protein 878	1601065	4	4	4	1	1	0	0	2	1	0	0.263	0.809	0.00198	0.885	0.00817	0.0153	1.000
244	SSNA1	Sjogren syndrome nuclear autoantigen 1	193020	2	2	2	0	0	2	0	0	0	0	0.0309	0.412	0.321	0.0343	0.0700	0.0154	1.000
245	EBF1	early B-cell factor 1	1704466	6	6	6	1	1	1	1	2	1	0	0.197	0.408	0.00917	0.231	0.0110	0.0154	1.000
246	SLC15A5	solute carrier family 15, member 5	1099261	5	8	8	0	0	2	1	2	0	0	0.0130	0.272	0.301	0.0505	0.166	0.0154	1.000
247	MEPCE	methylphosphate capping enzyme	1353567	5	5	5	1	1	2	0	0	2	0	0.0635	0.734	0.270	0.0139	0.0343	0.0155	1.000
248	PHC3	polyhomeotic homolog 3 (Drosophila)	2974292	5	5	5	3	0	1	1	1	2	0	0.864	0.981	0.000846	0.952	0.00252	0.0155	1.000
249	NANOS3	nanos homolog 3 (Drosophila)	388722	3	3	2	0	1	0	0	2	0	0	0.123	0.429	0.0109	0.768	0.0177	0.0155	1.000
250	CBX8	chromobox homolog 8 (Pc class homolog, Drosophila)	962555	6	6	6	0	0	2	2	2	0	0	0.0164	0.225	0.148	0.194	0.136	0.0158	1.000
251	MORC1	MORC family CW-type zinc finger 1	2940605	11	11	11	1	1	4	2	2	2	0	0.0319	0.287	0.0366	0.836	0.0699	0.0158	1.000
252	KCNQ2	potassium voltage-gated channel, KQT-like subfamily, member 2	1482890	9	9	9	1	4	2	0	2	1	0	0.00527	0.176	0.300	0.795	0.424	0.0159	1.000
253	PPY	pancreatic polypeptide	268678	2	2	2	0	0	1	0	0	1	0	0.0873	0.445	0.0414	0.332	0.0257	0.0159	1.000
254	POLR2J3	polymerase (RNA) II (DNA directed) polypeptide J3	127229	2	2	2	0	2	0	0	0	0	0	0.0159	0.562	NaN	NaN	NaN	0.0159	1.000
255	KRTAP17-1	keratin associated protein 17-1	268627	3	3	3	0	0	0	1	1	1	0	0.00863	0.601	0.127	0.695	0.260	0.0160	1.000
256	NKX2-6	NK2 transcription factor related, locus 6 (Drosophila)	258783	2	2	2	0	2	0	0	0	0	0	0.0664	0.485	0.364	0.0120	0.0340	0.0160	1.000
257	WBSCR16	Williams-Beuren syndrome chromosome region 16	538689	2	2	2	0	0	0	1	0	1	0	0.114	0.598	0.329	0.0817	0.0202	0.0163	1.000
258	FBXL18	F-box and leucine-rich repeat protein 18	1257988	8	8	8	1	6	0	0	1	1	0	0.00475	0.174	0.386	0.250	0.487	0.0164	1.000
259	PROX1	prospero homeobox 1	2176844	9	9	9	0	4	3	1	1	0	0	0.0158	0.0745	0.147	0.312	0.148	0.0165	1.000
260	MID1	midline 1 (Opitz/BBB syndrome)	1987580	8	8	8	2	3	2	2	0	1	0	0.0676	0.464	0.0325	0.0992	0.0346	0.0165	1.000
261	KIAA1324	KIAA1324	2951805	6	5	6	0	1	1	1	2	1	0	0.773	0.252	0.0246	0.0167	0.00303	0.0165	1.000
262	ZSCAN5A	zinc finger and SCAN domain containing 5A	1468498	8	7	8	0	0	6	2	0	0	0	0.0645	0.112	0.0145	0.621	0.0365	0.0166	1.000
263	WIPF1	WAS/WASL interacting protein family, member 1	1423030	2	2	2	2	0	1	0	0	0	1	0.799	0.982	0.353	0.00347	0.00295	0.0166	1.000
264	CMKLR1	chemokine-like receptor 1	1100813	4	4	4	0	1	0	1	2	0	0	0.0959	0.430	0.452	0.00756	0.0247	0.0167	1.000
265	ZNRF4	zinc and ring finger 4	830639	5	5	5	1	2	0	1	1	1	0	0.0202	0.546	0.502	0.0336	0.118	0.0168	1.000
266	GPR137B	G protein-coupled receptor 137B	1139592	3	3	3	0	0	0	2	1	0	0	0.213	0.444	0.00642	0.861	0.0113	0.0170	1.000
267	C17orf77	chromosome 17 open reading frame 77	196601	3	3	3	0	0	2	1	0	0	0	0.00547	0.599	0.795	0.173	0.444	0.0170	1.000
268	DEFB113	defensin, beta 113	242855	3	3	3	0	0	2	1	0	0	0	0.00244	0.514	0.629	0.608	1.000	0.0171	1.000
269	RIBC1	RIB43A domain with coiled-coils 1	1145287	4	4	3	0	1	0	0	2	1	0	0.317	0.424	0.00292	0.305	0.00772	0.0172	1.000
270	TANC1	tetratricopeptide repeat, ankyrin repeat and coiled-coil containing 1	5438294	9	8	9	6	0	1	2	3	3	0	0.997	0.963	0.00280	0.0525	0.00247	0.0173	1.000
271	PLK2	polo-like kinase 2 (Drosophila)	1905688	9	9	9	1	1	2	1	1	4	0	0.00339	0.526	0.470	0.812	0.727	0.0173	1.000
272	GRIN2A	glutamate receptor, ionotropic, N-methyl D-aspartate 2A	4199801	16	16	16	1	3	5	2	3	3	0	0.0116	0.0491	0.159	0.360	0.213	0.0173	1.000
273	CSAG1	chondrosarcoma associated gene 1	243141	3	3	3	0	1	1	0	1	0	0	0.0142	0.408	0.129	0.928	0.174	0.0174	1.000
274	KIR3DL2	killer cell immunoglobulin-like receptor, three domains, long cytoplasmic tail, 2	827750	6	6	6	0	1	2	2	0	1	0	0.00250	0.177	0.761	0.361	1.000	0.0175	1.000
275	LCE1C	late cornified envelope 1C	349344	3	3	3	0	1	1	0	1	0	0	0.00538	0.468	0.908	0.0584	0.466	0.0175	1.000
276	XRN2	5'-3' exoribonuclease 2	2876310	4	4	4	0	1	0	1	0	2	0	0.425	0.486	0.0635	0.00255	0.00593	0.0176	1.000
277	PGF	placental growth factor	406913	5	5	5	0	2	1	1	0	1	0	0.00253	0.260	0.954	0.961	1.000	0.0176	1.000
278	HS6ST2	heparan sulfate 6-O-sulfotransferase 2	1388882	7	7	7	0	3	1	0	3	0	0	0.0148	0.168	0.0953	0.493	0.171	0.0177	1.000
279	RLN2	relaxin 2	547771	3	3	3	1	0	2	1	0	0	0	0.0541	0.895	0.224	0.0450	0.0479	0.0180	1.000
280	LIMS2	LIM and senescent cell antigen-like domains 2	897364	3	3	3	0	0	0	1	2	0	0	0.197	0.604	0.0126	0.561	0.0132	0.0181	1.000
281	SLCO1B3	solute carrier organic anion transporter family, member 1B3	2109447	7	7	7	0	0	1	2	3	1	0	0.0163	0.223	0.0900	0.740	0.160	0.0181	1.000
282	GRHL2	grainyhead-like 2 (Drosophila)	1890771	9	9	9	0	2	2	0	1	4	0	0.00261	0.0623	0.765	0.743	1.000	0.0182	1.000
283	AURKA	aurora kinase A	1214278	5	5	5	0	0	3	2	0	0	0	0.143	0.432	0.0133	0.994	0.0187	0.0185	1.000
284	SELL	selectin L (lymphocyte adhesion molecule 1)	1156069	6	6	6	0	1	2	1	1	1	0	0.00368	0.270	0.914	0.331	0.727	0.0186	1.000
285	KLRC1	killer cell lectin-like receptor subfamily C, member 1	704736	5	5	5	0	0	0	0	2	3	0	0.00422	0.487	0.392	0.592	0.638	0.0186	1.000
286	CPA1	carboxypeptidase A1 (pancreatic)	1226988	7	7	7	2	2	1	1	3	0	0	0.105	0.633	0.111	0.0302	0.0259	0.0187	1.000
287	DHX32	DEAH (Asp-Glu-Ala-His) box polypeptide 32	2218148	4	4	4	1	1	0	0	2	1	0	0.274	0.756	0.0177	0.0675	0.00997	0.0189	1.000
288	ZNF330	zinc finger protein 330	974898	6	6	6	0	0	0	2	1	3	0	0.00487	0.441	0.395	0.702	0.561	0.0189	1.000
289	DCAF4L2	DDB1 and CUL4 associated factor 4-like 2	1163967	8	8	8	1	3	2	1	1	1	0	0.00300	0.251	0.636	0.910	0.918	0.0190	1.000
290	PLSCR2	phospholipid scramblase 2	681871	3	3	3	1	0	1	1	1	0	0	0.0471	0.876	0.0268	0.408	0.0584	0.0190	1.000
291	CAPN1	calpain 1, (mu/I) large subunit	1889551	8	8	8	1	2	1	2	2	1	0	0.0252	0.395	0.271	0.0467	0.109	0.0190	1.000
292	ZNF675	zinc finger protein 675	1677887	7	7	7	1	0	2	1	2	2	0	0.0106	0.577	0.534	0.156	0.260	0.0190	1.000
293	BMX	BMX non-receptor tyrosine kinase	2046070	10	8	10	1	2	0	0	5	3	0	0.0286	0.368	0.0477	0.978	0.0976	0.0192	1.000
294	ART5	ADP-ribosyltransferase 5	721793	3	3	2	1	0	0	0	0	3	0	0.0824	1.000	0.0182	0.305	0.0343	0.0194	1.000
295	SVOP	SV2 related protein homolog (rat)	903102	5	5	5	1	1	2	1	0	1	0	0.0199	0.457	0.0139	0.808	0.142	0.0194	1.000
296	KCNK18	potassium channel, subfamily K, member 18	1122426	8	7	8	0	1	3	3	0	1	0	0.00580	0.0780	0.901	0.215	0.492	0.0196	1.000
297	RNF148	ring finger protein 148	898251	4	4	4	1	0	1	1	1	1	0	0.0556	0.674	0.0214	0.408	0.0515	0.0196	1.000
298	CNTLN	centlein, centrosomal protein	4046018	13	13	13	0	0	8	0	3	2	0	0.00419	0.106	0.763	0.417	0.685	0.0197	1.000
299	MAGEC2	melanoma antigen family C, 2	1098284	7	7	7	1	1	2	2	2	0	0	0.00287	0.402	0.764	0.806	1.000	0.0197	1.000
300	TP53I3	tumor protein p53 inducible protein 3	969066	5	5	4	1	1	2	0	0	2	0	0.0268	0.429	0.0628	0.906	0.107	0.0197	1.000
301	ATP6V0A2	ATPase, H+ transporting, lysosomal V0 subunit a2	2470269	3	3	3	2	0	1	1	0	1	0	0.959	0.896	0.00279	0.895	0.00300	0.0197	1.000
302	LDB2	LIM domain binding 2	1217023	7	7	7	1	3	0	2	2	0	0	0.00334	0.362	0.957	0.395	0.862	0.0197	1.000
303	CHKB	choline kinase beta	804073	4	4	4	1	1	1	0	1	1	0	0.0763	0.694	0.0962	0.0408	0.0379	0.0198	1.000
304	P2RY10	purinergic receptor P2Y, G-protein coupled, 10	999899	7	7	7	1	0	1	3	3	0	0	0.00349	0.450	0.705	0.589	0.844	0.0201	1.000
305	FANCG	Fanconi anemia, complementation group G	1831433	4	4	4	2	0	2	0	2	0	0	0.847	0.843	0.712	0.000645	0.00351	0.0203	1.000
306	DSG3	desmoglein 3 (pemphigus vulgaris antigen)	2974642	8	8	8	0	2	1	1	1	3	0	0.0375	0.165	0.0394	0.451	0.0794	0.0203	1.000
307	TCP11	t-complex 11 homolog (mouse)	1561413	6	6	3	0	0	1	1	0	4	0	0.0559	0.563	0.0272	0.984	0.0534	0.0203	1.000
308	E2F1	E2F transcription factor 1	923773	5	5	5	1	2	0	0	1	2	0	0.0109	0.702	0.151	0.369	0.274	0.0203	1.000
309	HDX	highly divergent homeobox	2056638	10	10	10	0	3	3	1	2	1	0	0.00383	0.139	0.926	0.318	0.786	0.0205	1.000
310	KCNK9	potassium channel, subfamily K, member 9	1046580	7	7	7	1	2	3	1	1	0	0	0.00688	0.232	0.577	0.258	0.441	0.0206	1.000
311	FERD3L	Fer3-like (Drosophila)	459143	4	4	4	1	1	1	0	0	2	0	0.00475	0.690	0.478	0.575	0.643	0.0207	1.000
312	LIFR	leukemia inhibitory factor receptor alpha	3274142	9	9	8	1	0	3	1	0	5	0	0.0786	0.627	0.0500	0.0565	0.0389	0.0207	1.000
313	MED23	mediator complex subunit 23	4142095	14	14	12	2	0	0	2	4	8	0	0.00788	0.401	0.268	0.383	0.389	0.0208	1.000
314	ACPP	acid phosphatase, prostate	1291045	6	6	5	0	3	1	1	1	0	0	0.0101	0.194	0.263	0.667	0.304	0.0208	1.000
315	BBS10	Bardet-Biedl syndrome 10	2065065	6	6	6	1	2	2	1	0	1	0	0.0392	0.612	0.0326	0.593	0.0784	0.0209	1.000
316	RCN1	reticulocalbin 1, EF-hand calcium binding domain	768331	5	5	5	0	1	0	1	2	0	1	0.00308	0.394	0.932	0.621	1.000	0.0209	1.000
317	SERPINB3	serpin peptidase inhibitor, clade B (ovalbumin), member 3	1172049	4	4	4	0	1	1	1	0	1	0	0.104	0.421	0.603	0.00827	0.0300	0.0211	1.000
318	SERPINC1	serpin peptidase inhibitor, clade C (antithrombin), member 1	1385291	6	6	6	0	0	3	0	2	1	0	0.00894	0.294	0.709	0.166	0.349	0.0211	1.000
319	SYNPR	synaptoporin	875198	3	3	3	2	0	0	1	1	1	0	0.651	0.932	0.00405	0.0786	0.00480	0.0212	1.000
320	OTUD7A	OTU domain containing 7A	1620461	8	8	8	1	3	1	2	1	1	0	0.0225	0.301	0.415	0.0425	0.139	0.0212	1.000
321	CA9	carbonic anhydrase IX	1168159	5	5	5	1	2	1	1	0	1	0	0.0394	0.606	0.477	0.0303	0.0797	0.0212	1.000
322	PLD5	phospholipase D family, member 5	1338334	8	8	8	2	2	1	2	1	2	0	0.00314	0.456	0.838	0.679	1.000	0.0213	1.000
323	TSR2	TSR2, 20S rRNA accumulation, homolog (S. cerevisiae)	539081	3	3	3	0	1	1	0	0	1	0	0.0164	0.580	0.248	0.0892	0.193	0.0214	1.000
324	IREB2	iron-responsive element binding protein 2	2901856	12	12	12	0	1	4	2	3	2	0	0.00317	0.0713	0.921	0.734	1.000	0.0214	1.000
325	ARSB	arylsulfatase B	1312916	3	3	3	0	2	0	1	0	0	0	0.242	0.412	0.0163	0.245	0.0131	0.0214	1.000
326	APBA2	amyloid beta (A4) precursor protein-binding, family A, member 2 (X11-like)	1864597	9	9	8	1	3	1	0	2	3	0	0.0102	0.358	0.212	0.490	0.311	0.0215	1.000
327	EIF1AX	eukaryotic translation initiation factor 1A, X-linked	448426	3	3	3	0	1	0	0	1	1	0	0.0158	0.539	0.0939	0.415	0.202	0.0215	1.000
328	TARBP1	TAR (HIV-1) RNA binding protein 1	3936889	12	12	12	0	2	5	1	1	3	0	0.0484	0.0772	0.135	0.104	0.0659	0.0215	1.000
329	CRNKL1	crooked neck pre-mRNA splicing factor-like 1 (Drosophila)	2458006	13	13	13	1	2	4	2	3	2	0	0.00451	0.199	0.578	0.547	0.708	0.0216	1.000
330	ADAMTS6	ADAM metallopeptidase with thrombospondin type 1 motif, 6	3359808	5	5	5	0	2	0	1	2	0	0	0.293	0.307	0.00751	0.636	0.0109	0.0216	1.000
331	TNFRSF9	tumor necrosis factor receptor superfamily, member 9	776639	2	2	2	1	1	0	0	0	1	0	0.169	0.894	0.166	0.0453	0.0191	0.0217	1.000
332	TRA2B	transformer 2 beta homolog (Drosophila)	881055	5	5	5	0	1	1	0	2	1	0	0.0106	0.311	0.237	0.497	0.305	0.0218	1.000
333	LCE2B	late cornified envelope 2B	328363	2	2	2	0	0	1	1	0	0	0	0.0392	0.646	0.319	0.0396	0.0827	0.0218	1.000
334	ARFGAP1	ADP-ribosylation factor GTPase activating protein 1	989045	3	3	3	1	0	1	1	0	1	0	0.178	0.712	0.0169	0.163	0.0183	0.0219	1.000
335	NF1	neurofibromin 1 (neurofibromatosis, von Recklinghausen disease, Watson disease)	8529584	29	28	28	3	1	5	1	3	18	1	0.00702	0.287	0.313	0.645	0.463	0.0219	1.000
336	ETS2	v-ets erythroblastosis virus E26 oncogene homolog 2 (avian)	1408201	7	7	7	1	1	1	1	3	1	0	0.0214	0.479	0.0792	0.375	0.152	0.0219	1.000
337	SATB2	SATB homeobox 2	2017458	7	5	7	0	2	2	0	2	1	0	0.279	0.150	0.00737	0.721	0.0117	0.0220	1.000
338	IWS1	IWS1 homolog (S. cerevisiae)	2444556	5	5	5	3	0	1	0	0	4	0	0.551	0.987	0.00260	0.743	0.00594	0.0220	1.000
339	HPS3	Hermansky-Pudlak syndrome 3	2834247	9	9	8	1	0	4	1	3	1	0	0.0298	0.440	0.0572	0.249	0.110	0.0220	1.000
340	SPRED1	sprouty-related, EVH1 domain containing 1	1319711	7	7	7	0	1	4	0	1	1	0	0.0181	0.282	0.0886	0.621	0.183	0.0222	1.000
341	ATHL1	ATH1, acid trehalase-like 1 (yeast)	1582763	8	8	8	1	1	0	1	2	4	0	0.00581	0.531	0.413	0.920	0.570	0.0222	1.000
342	METTL7B	methyltransferase like 7B	705792	4	4	4	0	1	1	0	1	1	0	0.0396	0.287	0.362	0.00857	0.0839	0.0223	1.000
343	TINAG	tubulointerstitial nephritis antigen	1437643	8	8	7	1	2	3	1	0	2	0	0.00334	0.548	0.754	0.910	1.000	0.0224	1.000
